"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Apr 24 07:03:58 UTC 2026","Fri Apr 24 07:03:58 UTC 2026","1","Login test","login-testcases","uiTests.DashboardTests","uiTests.DashboardTests","verifyIsSearchFieldReturnCorrectDashboard","verifyIsSearchFieldReturnCorrectDashboard",""
"skipped","Fri Apr 24 07:04:25 UTC 2026","Fri Apr 24 07:04:25 UTC 2026","0","Login test (0)","login-testcases","apiTests.DashboardApiTests","apiTests.DashboardApiTests","testUpdateDashboard","testUpdateDashboard",""
"broken","Fri Apr 24 07:04:25 UTC 2026","Fri Apr 24 07:04:25 UTC 2026","0","Login test (0)","login-testcases","apiTests.DashboardApiTests","apiTests.DashboardApiTests","setUp","setUp",""
"failed","Fri Apr 24 07:03:11 UTC 2026","Fri Apr 24 07:03:41 UTC 2026","30698","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","verifyIsUserCannotLoginWithWrongCredentials","verifyIsUserCannotLoginWithWrongCredentials",""
"failed","Fri Apr 24 07:03:47 UTC 2026","Fri Apr 24 07:03:47 UTC 2026","89","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","verifyIsAppLoaded","verifyIsAppLoaded",""
"failed","Fri Apr 24 07:02:35 UTC 2026","Fri Apr 24 07:03:06 UTC 2026","31016","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","verifyIsUserCannotLoginWithWrongCredentials","verifyIsUserCannotLoginWithWrongCredentials",""
"broken","Fri Apr 24 07:03:58 UTC 2026","Fri Apr 24 07:03:58 UTC 2026","0","Login test","login-testcases","uiTests.DashboardTests","uiTests.DashboardTests","initDriver","initDriver",""
"broken","Fri Apr 24 07:03:58 UTC 2026","Fri Apr 24 07:03:58 UTC 2026","1","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","initDriver","initDriver",""
"failed","Fri Apr 24 07:03:53 UTC 2026","Fri Apr 24 07:04:23 UTC 2026","30625","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","verifyIsUserCannotLoginWithWrongCredentials","verifyIsUserCannotLoginWithWrongCredentials",""
"skipped","Fri Apr 24 07:04:25 UTC 2026","Fri Apr 24 07:04:25 UTC 2026","0","Login test (0)","login-testcases","apiTests.DashboardApiTests","apiTests.DashboardApiTests","testRequiredFieldValidationOfDashboardCreation","testRequiredFieldValidationOfDashboardCreation",""
"skipped","Fri Apr 24 07:03:58 UTC 2026","Fri Apr 24 07:03:58 UTC 2026","0","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","verifyIsUserCannotLoginWithWrongCredentials","verifyIsUserCannotLoginWithWrongCredentials",""
"skipped","Fri Apr 24 07:04:25 UTC 2026","Fri Apr 24 07:04:25 UTC 2026","4","Login test (0)","login-testcases","apiTests.DashboardApiTests","apiTests.DashboardApiTests","testCreateDashboard","testCreateDashboard",""
"skipped","Fri Apr 24 07:03:58 UTC 2026","Fri Apr 24 07:03:58 UTC 2026","1","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","verifyIsUserCannotLoginWithWrongCredentials","verifyIsUserCannotLoginWithWrongCredentials",""
