"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Mon Jun 09 23:34:15 UTC 2025","Mon Jun 09 23:34:15 UTC 2025","0","Login test (0)","login-testcases","apiTests.DashboardApiTests","apiTests.DashboardApiTests","testUpdateDashboard","testUpdateDashboard",""
"failed","Mon Jun 09 23:33:33 UTC 2025","Mon Jun 09 23:34:14 UTC 2025","40830","Login test","login-testcases","uiTests.DashboardTests","uiTests.DashboardTests","verifyIsSearchFieldReturnCorrectDashboard","verifyIsSearchFieldReturnCorrectDashboard",""
"passed","Mon Jun 09 23:33:24 UTC 2025","Mon Jun 09 23:33:25 UTC 2025","1052","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","verifyIsUserCannotLoginWithWrongCredentials","verifyIsUserCannotLoginWithWrongCredentials",""
"passed","Mon Jun 09 23:33:28 UTC 2025","Mon Jun 09 23:33:29 UTC 2025","1033","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","verifyIsUserCannotLoginWithWrongCredentials","verifyIsUserCannotLoginWithWrongCredentials",""
"passed","Mon Jun 09 23:33:15 UTC 2025","Mon Jun 09 23:33:16 UTC 2025","1122","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","verifyIsUserCannotLoginWithWrongCredentials","verifyIsUserCannotLoginWithWrongCredentials",""
"broken","Mon Jun 09 23:34:15 UTC 2025","Mon Jun 09 23:34:15 UTC 2025","1","Login test (0)","login-testcases","apiTests.DashboardApiTests","apiTests.DashboardApiTests","setUp","setUp",""
"skipped","Mon Jun 09 23:34:15 UTC 2025","Mon Jun 09 23:34:15 UTC 2025","0","Login test (0)","login-testcases","apiTests.DashboardApiTests","apiTests.DashboardApiTests","testCreateDashboard","testCreateDashboard",""
"passed","Mon Jun 09 23:33:10 UTC 2025","Mon Jun 09 23:33:11 UTC 2025","1182","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","verifyIsUserCannotLoginWithWrongCredentials","verifyIsUserCannotLoginWithWrongCredentials",""
"failed","Mon Jun 09 23:33:20 UTC 2025","Mon Jun 09 23:33:20 UTC 2025","86","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","verifyIsAppLoaded","verifyIsAppLoaded",""
"passed","Mon Jun 09 23:33:05 UTC 2025","Mon Jun 09 23:33:06 UTC 2025","1379","Login test","login-testcases","uiTests.LoginPageTests","uiTests.LoginPageTests","verifyIsUserCannotLoginWithWrongCredentials","verifyIsUserCannotLoginWithWrongCredentials",""
"skipped","Mon Jun 09 23:34:15 UTC 2025","Mon Jun 09 23:34:15 UTC 2025","0","Login test (0)","login-testcases","apiTests.DashboardApiTests","apiTests.DashboardApiTests","testRequiredFieldValidationOfDashboardCreation","testRequiredFieldValidationOfDashboardCreation",""
